Rooftransmittance,Walltransmittance,Parede Interna,RoofAbsortance,WallAbsortance,SGH,DPI,CDH,Consumo
1.5,0.11,par1_ar,0.8,0.2,0.29,10.5,54061,251.564929
1.5,0.11,par1_ar,0.8,0.2,0.65,10.5,54061,254.394325
1.5,0.11,par1_ar,0.8,0.8,0.29,10.5,54061,252.6473579
1.5,0.11,par1_ar,0.8,0.8,0.65,10.5,54061,255.5464415
1.5,0.11,par2_la,0.2,0.2,0.29,15,54061,287.9854803
1.5,0.11,par2_la,0.2,0.2,0.37,15,54061,288.1448571
1.5,0.11,par2_la,0.2,0.8,0.29,10.5,54061,241.8870021
1.5,0.11,par2_la,0.2,0.8,0.29,15,54061,289.0468589
1.5,0.11,par2_la,0.2,0.8,0.37,15,54061,289.218676
1.5,0.11,par2_la,0.5,0.2,0.29,10.5,54061,244.8805642
1.5,0.11,par2_la,0.5,0.5,0.29,10.5,54061,245.4377995
1.5,0.11,par2_la,0.5,0.8,0.29,10.5,54061,245.9591041
1.5,0.11,par2_la,0.5,0.8,0.65,10.5,54061,248.8570778
1.5,0.11,par2_la,0.8,0.5,0.65,8.7,54061,233.0759624
1.5,0.11,par2_la,0.8,0.8,0.29,8.7,54061,230.7202073
1.5,0.11,par2_la,0.8,0.8,0.65,10.5,54061,252.6526013
1.5,0.11,par2_la,0.8,0.8,0.65,8.7,54061,233.6282077
1.5,0.63,par1_ar,0.2,0.5,0.65,15,54061,293.7333618
1.5,0.63,par1_ar,0.2,0.5,0.65,8.7,54061,227.5915478
1.5,0.63,par1_ar,0.2,0.8,0.37,10.5,54061,246.9479608
1.5,0.63,par1_ar,0.5,0.5,0.65,15,54061,297.719003
1.5,0.63,par1_ar,0.8,0.5,0.65,15,54061,301.4298002
1.5,0.63,par1_ar,0.8,0.8,0.37,10.5,54061,254.7563763
1.5,0.63,par2_la,0.2,0.2,0.37,10.5,54061,238.4490091
1.5,0.63,par2_la,0.2,0.5,0.65,15,54061,291.0091768
1.5,0.63,par2_la,0.2,0.8,0.29,10.5,54061,244.2147696
1.5,0.63,par2_la,0.2,0.8,0.37,10.5,54061,244.3604039
1.5,0.63,par2_la,0.2,0.8,0.37,15,54061,291.3077887
1.5,0.63,par2_la,0.5,0.8,0.37,10.5,54061,248.2873093
1.5,0.63,par2_la,0.8,0.5,0.29,8.7,54061,229.987093
1.5,0.63,par2_la,0.8,0.8,0.65,8.7,54061,235.5957036
1.5,1.8,par1_ar,0.2,0.2,0.65,15,54061,283.7517533
1.5,1.8,par1_ar,0.5,0.2,0.37,15,54061,285.1638878
1.5,1.8,par1_ar,0.5,0.5,0.29,8.7,54061,231.0960294
1.5,1.8,par1_ar,0.5,0.5,0.37,15,54061,296.2000995
1.5,1.8,par1_ar,0.5,0.5,0.65,10.5,54061,251.9834419
1.5,1.8,par1_ar,0.5,0.5,0.65,15,54061,298.3197006
1.5,1.8,par1_ar,0.5,0.8,0.29,10.5,54061,260.6712215
1.5,1.8,par1_ar,0.5,0.8,0.65,15,54061,308.996916
1.5,1.8,par1_ar,0.8,0.2,0.37,8.7,54061,223.2402482
1.5,1.8,par1_ar,0.8,0.5,0.29,8.7,54061,234.4809592
1.5,1.8,par1_ar,0.8,0.5,0.65,15,54061,301.6528951
1.5,1.8,par2_la,0.2,0.2,0.29,15,54061,279.3950048
1.5,1.8,par2_la,0.2,0.2,0.37,15,54061,279.4822329
1.5,1.8,par2_la,0.2,0.8,0.29,15,54061,300.9688412
1.5,1.8,par2_la,0.2,0.8,0.37,15,54061,301.0266254
1.5,1.8,par2_la,0.8,0.2,0.29,8.7,54061,221.0539578
1.5,1.8,par2_la,0.8,0.2,0.37,8.7,54061,221.1360938
1.5,1.8,par2_la,0.8,0.5,0.37,8.7,54061,232.3484519
1.5,2.6,par_2.6,0.2,0.2,0.29,10.5,54061,240.5986137
1.5,2.6,par_2.6,0.2,0.2,0.29,8.7,54061,221.6993263
1.5,2.6,par_2.6,0.2,0.2,0.37,15,54061,287.5419916
1.5,2.6,par_2.6,0.2,0.2,0.65,10.5,54061,242.9575067
1.5,2.6,par_2.6,0.2,0.2,0.65,15,54061,289.7778785
1.5,2.6,par_2.6,0.2,0.5,0.65,10.5,54061,255.1171165
1.5,2.6,par_2.6,0.2,0.5,0.65,15,54061,301.7308091
1.5,2.6,par_2.6,0.2,0.5,0.65,8.7,54061,236.3112212
1.5,2.6,par_2.6,0.2,0.8,0.29,10.5,54061,264.6623821
1.5,2.6,par_2.6,0.2,0.8,0.37,10.5,54061,264.7501682
1.5,2.6,par_2.6,0.2,0.8,0.37,15,54061,311.1781645
1.5,2.6,par_2.6,0.2,0.8,0.65,8.7,54061,248.3006643
1.5,2.6,par_2.6,0.5,0.2,0.29,10.5,54061,244.3192982
1.5,2.6,par_2.6,0.5,0.2,0.29,15,54061,291.1218421
1.5,2.6,par_2.6,0.5,0.2,0.65,15,54061,293.4490676
1.5,2.6,par_2.6,0.5,0.2,0.65,8.7,54061,227.8034422
1.5,2.6,par_2.6,0.5,0.8,0.29,10.5,54061,268.3900185
1.5,2.6,par_2.6,0.5,0.8,0.29,8.7,54061,249.6722307
1.5,2.6,par_2.6,0.5,0.8,0.65,10.5,54061,270.7480213
1.5,2.6,par_2.6,0.5,0.8,0.65,8.7,54061,252.0418911
1.5,2.6,par_2.6,0.8,0.2,0.29,10.5,54061,247.7968532
1.5,2.6,par_2.6,0.8,0.5,0.37,8.7,54061,241.2597994
1.5,2.6,par_2.6,0.8,0.5,0.65,15,54061,308.8223769
1.5,2.6,par_2.6,0.8,0.5,0.65,8.7,54061,243.5460648
1.5,2.6,par_2.6,0.8,0.8,0.65,10.5,54061,274.21653
1.5,2.6,par_2.6,0.8,0.8,0.65,8.7,54061,255.5296127
1.5,4.4,par_2.6,0.2,0.2,0.37,15,54061,277.5377246
1.5,4.4,par_2.6,0.2,0.2,0.37,8.7,54061,212.3558338
1.5,4.4,par_2.6,0.5,0.5,0.29,10.5,54061,248.3969628
1.5,4.4,par_2.6,0.5,0.5,0.29,8.7,54061,229.771332
1.5,4.4,par_2.6,0.5,0.8,0.29,8.7,54061,244.1404776
1.5,4.4,par_2.6,0.8,0.2,0.37,15,54061,284.0003957
1.5,4.4,par_2.6,0.8,0.2,0.37,8.7,54061,218.9031531
2,0.11,par1_ar,0.2,0.5,0.29,15,54061,280.9669931
2,0.11,par1_ar,0.2,0.5,0.65,15,54061,283.6805142
2,0.11,par2_la,0.2,0.5,0.65,10.5,54061,235.0666373
2,0.11,par2_la,0.2,0.5,0.65,15,54061,281.7248038
2,0.11,par2_la,0.2,0.8,0.29,10.5,54061,232.8205976
2,0.11,par2_la,0.5,0.5,0.29,10.5,54061,242.1144102
2,0.11,par2_la,0.5,0.8,0.29,10.5,54061,242.6146191
2,0.63,par1_ar,0.2,0.2,0.37,8.7,54061,213.2444432
2,0.63,par1_ar,0.2,0.8,0.29,10.5,54061,237.6594658
2,0.63,par1_ar,0.2,0.8,0.29,8.7,54061,218.8445879
2,0.63,par1_ar,0.2,0.8,0.37,10.5,54061,237.7951529
2,0.63,par1_ar,0.2,0.8,0.37,8.7,54061,218.9815408
2,0.63,par1_ar,0.5,0.2,0.29,15,54061,288.3081806
2,0.63,par1_ar,0.5,0.2,0.29,8.7,54061,222.8952395
2,0.63,par1_ar,0.5,0.5,0.65,15,54061,293.7165625
2,0.63,par1_ar,0.5,0.8,0.29,8.7,54061,228.6399243
2,0.63,par1_ar,0.5,0.8,0.37,10.5,54061,247.5345178
2,0.63,par1_ar,0.8,0.5,0.37,10.5,54061,254.0713461
2,0.63,par1_ar,0.8,0.8,0.29,10.5,54061,256.7331939
2,0.63,par1_ar,0.8,0.8,0.29,8.7,54061,238.007815
2,0.63,par1_ar,0.8,0.8,0.37,10.5,54061,256.8444436
2,0.63,par1_ar,0.8,0.8,0.37,15,54061,303.2255591
2,0.63,par1_ar,0.8,0.8,0.37,8.7,54061,238.1214058
2,0.63,par1_ar,0.8,0.8,0.65,10.5,54061,259.2688893
2,0.63,par2_la,0.2,0.2,0.29,8.7,54061,211.4722534
2,0.63,par2_la,0.2,0.2,0.37,8.7,54061,211.6066023
2,0.63,par2_la,0.2,0.5,0.29,10.5,54061,233.1893708
2,0.63,par2_la,0.2,0.5,0.65,10.5,54061,235.7692232
2,0.63,par2_la,0.2,0.8,0.37,10.5,54061,236.0730315
2,0.63,par2_la,0.5,0.2,0.37,8.7,54061,221.1530358
2,0.63,par2_la,0.5,0.5,0.29,10.5,54061,242.7282691
2,0.63,par2_la,0.5,0.5,0.29,15,54061,289.1892731
2,0.63,par2_la,0.5,0.5,0.65,15,54061,291.7003326
2,0.63,par2_la,0.5,0.5,0.65,8.7,54061,226.5367039
2,0.63,par2_la,0.5,0.8,0.29,10.5,54061,245.4848528
2,0.63,par2_la,0.5,0.8,0.65,15,54061,294.4240325
2,0.63,par2_la,0.8,0.5,0.29,15,54061,298.2196472
2,1.8,par1_ar,0.2,0.2,0.37,10.5,54061,228.669169
2,1.8,par1_ar,0.2,0.2,0.65,8.7,54061,212.1922517
2,1.8,par1_ar,0.5,0.5,0.65,15,54061,296.340365
2,1.8,par1_ar,0.5,0.8,0.37,15,54061,304.6664878
2,1.8,par1_ar,0.5,0.8,0.37,8.7,54061,240.5254892
2,1.8,par1_ar,0.8,0.2,0.29,8.7,54061,227.5681759
2,1.8,par1_ar,0.8,0.5,0.29,8.7,54061,238.4892234
2,1.8,par1_ar,0.8,0.5,0.37,8.7,54061,238.5341821
2,1.8,par1_ar,0.8,0.8,0.37,10.5,54061,267.4898292
2,1.8,par2_la,0.2,0.8,0.37,8.7,54061,230.3220802
2,1.8,par2_la,0.5,0.2,0.37,8.7,54061,217.7557089
2,1.8,par2_la,0.5,0.8,0.37,8.7,54061,239.0912176
2,1.8,par2_la,0.5,0.8,0.65,8.7,54061,241.110713
2,1.8,par2_la,0.8,0.2,0.37,15,54061,290.5718614
2,1.8,par2_la,0.8,0.2,0.37,8.7,54061,226.1827007
2,1.8,par2_la,0.8,0.2,0.65,10.5,54061,246.6868603
2,1.8,par2_la,0.8,0.5,0.29,8.7,54061,236.9654148
2,2.6,par_2.6,0.2,0.2,0.29,15,54061,279.882803
2,2.6,par_2.6,0.2,0.2,0.37,10.5,54061,233.5315439
2,2.6,par_2.6,0.2,0.2,0.37,15,54061,279.9651868
2,2.6,par_2.6,0.2,0.5,0.29,10.5,54061,245.1474071
2,2.6,par_2.6,0.2,0.5,0.29,15,54061,291.4062777
2,2.6,par_2.6,0.2,0.5,0.65,10.5,54061,247.4102108
2,2.6,par_2.6,0.2,0.5,0.65,15,54061,293.6386171
2,2.6,par_2.6,0.2,0.8,0.37,10.5,54061,256.7251734
2,2.6,par_2.6,0.2,0.8,0.65,10.5,54061,258.9093092
2,2.6,par_2.6,0.5,0.2,0.29,10.5,54061,242.6046458
2,2.6,par_2.6,0.5,0.2,0.29,15,54061,288.9509501
2,2.6,par_2.6,0.5,0.2,0.37,10.5,54061,242.677242
2,2.6,par_2.6,0.5,0.2,0.37,15,54061,289.0214758
2,2.6,par_2.6,0.5,0.5,0.65,10.5,54061,256.5533386
2,2.6,par_2.6,0.5,0.8,0.29,15,54061,311.7760452
2,4.4,par_2.6,0.2,0.2,0.29,8.7,54061,207.2772557
2,4.4,par_2.6,0.2,0.2,0.37,8.7,54061,207.3138705
2,4.4,par_2.6,0.2,0.5,0.29,10.5,54061,239.2717673
2,4.4,par_2.6,0.2,0.5,0.65,10.5,54061,241.1543141
2,4.4,par_2.6,0.2,0.5,0.65,15,54061,287.1083689
2,4.4,par_2.6,0.5,0.2,0.29,8.7,54061,215.7580725
2,4.4,par_2.6,0.5,0.2,0.37,8.7,54061,215.7856913
2,4.4,par_2.6,0.8,0.2,0.29,15,54061,288.3839692
2,4.4,par_2.6,0.8,0.2,0.37,10.5,54061,242.4244649
2,4.4,par_2.6,0.8,0.2,0.37,15,54061,288.4009524
2,4.4,par_2.6,0.8,0.2,0.65,15,54061,290.2214851
2,4.4,par_2.6,0.8,0.5,0.65,10.5,54061,257.8081906
2,4.4,par_2.6,0.8,0.8,0.29,15,54061,315.4111171
2,4.4,par_2.6,0.8,0.8,0.37,15,54061,315.4106704
0.33,0.11,par1_ar,0.2,0.8,0.65,15,63550,338.1954745
0.33,0.11,par1_ar,0.5,0.8,0.65,10.5,63550,292.4687135
0.33,0.11,par1_ar,0.8,0.8,0.65,10.5,63550,294.9188075
0.33,0.11,par2_la,0.2,0.8,0.65,10.5,63550,286.99255
0.33,0.11,par2_la,0.2,0.8,0.65,15,63550,335.1655789
0.33,0.11,par2_la,0.5,0.8,0.65,15,63550,337.7881333
0.33,0.11,par2_la,0.8,0.2,0.29,10.5,63550,287.0000318
0.33,0.63,par1_ar,0.2,0.2,0.37,8.7,63550,263.8360123
0.33,0.63,par1_ar,0.2,0.5,0.37,8.7,63550,267.7763233
0.33,0.63,par1_ar,0.8,0.2,0.37,15,63550,336.7879958
0.33,0.63,par1_ar,0.8,0.2,0.37,8.7,63550,268.8546368
0.33,0.63,par1_ar,0.8,0.5,0.37,8.7,63550,272.7913521
0.33,0.63,par1_ar,0.8,0.8,0.29,10.5,63550,295.7962268
0.33,0.63,par1_ar,0.8,0.8,0.65,15,63550,347.3928536
0.33,0.63,par2_la,0.2,0.2,0.37,8.7,63550,261.1932447
0.33,0.63,par2_la,0.2,0.5,0.29,15,63550,332.504637
0.33,0.63,par2_la,0.2,0.5,0.37,15,63550,332.7023022
0.33,0.63,par2_la,0.2,0.5,0.37,8.7,63550,265.0942194
0.33,0.63,par2_la,0.2,0.5,0.65,8.7,63550,268.3460779
0.33,0.63,par2_la,0.5,0.5,0.37,8.7,63550,267.6585978
0.33,0.63,par2_la,0.8,0.5,0.29,10.5,63550,289.2512132
0.33,0.63,par2_la,0.8,0.5,0.29,15,63550,337.2780597
0.33,0.63,par2_la,0.8,0.5,0.65,15,63550,340.661188
0.33,0.63,par2_la,0.8,0.8,0.29,15,63550,340.8284072
0.33,0.63,par2_la,0.8,0.8,0.65,10.5,63550,296.3002898
0.33,0.63,par2_la,0.8,0.8,0.65,15,63550,344.2123667
0.33,1.8,par1_ar,0.2,0.2,0.37,8.7,63550,261.2748944
0.33,1.8,par1_ar,0.2,0.2,0.65,8.7,63550,264.0921225
0.33,1.8,par1_ar,0.2,0.5,0.37,15,63550,342.8909985
0.33,1.8,par1_ar,0.2,0.8,0.37,15,63550,356.4679594
0.33,1.8,par1_ar,0.2,0.8,0.65,8.7,63550,292.5245271
0.33,1.8,par1_ar,0.5,0.2,0.37,15,63550,330.9187879
0.33,1.8,par1_ar,0.5,0.2,0.65,8.7,63550,266.4335079
0.33,1.8,par1_ar,0.5,0.5,0.29,10.5,63550,297.426571
0.33,1.8,par1_ar,0.5,0.8,0.29,10.5,63550,311.2638543
0.33,1.8,par1_ar,0.5,0.8,0.29,8.7,63550,292.0627394
0.33,1.8,par1_ar,0.5,0.8,0.37,10.5,63550,311.3548098
0.33,1.8,par1_ar,0.5,0.8,0.37,15,63550,358.7496653
0.33,1.8,par1_ar,0.8,0.2,0.37,8.7,63550,265.7099642
0.33,1.8,par2_la,0.2,0.2,0.65,8.7,63550,261.6975625
0.33,1.8,par2_la,0.5,0.8,0.37,8.7,63550,289.4643223
0.33,2.6,par_2.6,0.2,0.2,0.37,10.5,63550,286.6199361
0.33,2.6,par_2.6,0.2,0.2,0.65,8.7,63550,270.0791491
0.33,2.6,par_2.6,0.2,0.5,0.37,15,63550,350.8405241
0.33,2.6,par_2.6,0.2,0.8,0.37,15,63550,366.1926589
0.33,2.6,par_2.6,0.2,0.8,0.37,8.7,63550,299.5286259
0.33,2.6,par_2.6,0.2,0.8,0.65,15,63550,369.0094766
0.33,2.6,par_2.6,0.5,0.2,0.29,8.7,63550,269.425074
0.33,2.6,par_2.6,0.5,0.2,0.65,8.7,63550,272.5017916
0.33,2.6,par_2.6,0.5,0.5,0.65,10.5,63550,308.3989925
0.33,2.6,par_2.6,0.5,0.5,0.65,8.7,63550,289.0825306
0.33,2.6,par_2.6,0.5,0.8,0.37,15,63550,368.5253523
0.33,2.6,par_2.6,0.5,0.8,0.65,8.7,63550,304.8222546
0.33,2.6,par_2.6,0.8,0.2,0.29,10.5,63550,291.0394832
0.33,2.6,par_2.6,0.8,0.2,0.65,10.5,63550,294.0996839
0.33,2.6,par_2.6,0.8,0.5,0.65,8.7,63550,291.2473169
0.33,2.6,par_2.6,0.8,0.8,0.29,10.5,63550,323.1616056
0.33,2.6,par_2.6,0.8,0.8,0.37,15,63550,370.6173643
0.33,4.4,par_2.6,0.2,0.2,0.37,15,63550,325.4369768
0.33,4.4,par_2.6,0.2,0.2,0.37,8.7,63550,258.2301371
0.33,4.4,par_2.6,0.2,0.5,0.37,8.7,63550,277.1811234
0.33,4.4,par_2.6,0.2,0.5,0.65,10.5,63550,298.9632453
0.33,4.4,par_2.6,0.2,0.8,0.29,8.7,63550,296.105387
0.33,4.4,par_2.6,0.5,0.2,0.65,15,63550,330.0824962
0.33,4.4,par_2.6,0.5,0.2,0.65,8.7,63550,262.9750171
0.33,4.4,par_2.6,0.5,0.5,0.29,8.7,63550,279.3130841
0.33,4.4,par_2.6,0.5,0.5,0.65,10.5,63550,301.141827
0.33,4.4,par_2.6,0.5,0.5,0.65,8.7,63550,281.9191294
0.33,4.4,par_2.6,0.5,0.8,0.29,10.5,63550,317.3951878
0.33,4.4,par_2.6,0.8,0.2,0.29,15,63550,329.4083631
0.33,4.4,par_2.6,0.8,0.2,0.37,15,63550,329.4796788
0.33,4.4,par_2.6,0.8,0.2,0.37,8.7,63550,262.3642286
0.33,4.4,par_2.6,0.8,0.5,0.29,15,63550,347.9457512
0.33,4.4,par_2.6,0.8,0.8,0.29,10.5,63550,319.3383881
0.33,4.4,par_2.6,0.8,0.8,0.29,15,63550,366.4241851
0.33,4.4,par_2.6,0.8,0.8,0.37,15,63550,366.4662496
0.33,4.4,par_2.6,0.8,0.8,0.65,10.5,63550,321.8910563
0.33,4.4,par_2.6,0.8,0.8,0.65,15,63550,368.9296496
0.95,0.11,par1_ar,0.2,0.5,0.29,15,63550,327.8517293
0.95,0.11,par1_ar,0.2,0.5,0.37,8.7,63550,260.3687766
0.95,0.11,par1_ar,0.2,0.5,0.65,15,63550,331.3753875
0.95,0.11,par1_ar,0.2,0.8,0.65,10.5,63550,283.9171379
0.95,0.11,par1_ar,0.5,0.2,0.29,10.5,63550,285.8825513
0.95,0.11,par1_ar,0.5,0.2,0.37,10.5,63550,286.090767
0.95,0.11,par1_ar,0.5,0.8,0.37,10.5,63550,287.446733
0.95,0.11,par1_ar,0.5,0.8,0.37,8.7,63550,267.969306
0.95,0.11,par1_ar,0.5,0.8,0.65,10.5,63550,290.8171642
0.95,0.11,par1_ar,0.5,0.8,0.65,15,63550,338.8084834
0.95,0.11,par1_ar,0.8,0.2,0.65,8.7,63550,276.2197427
0.95,0.11,par1_ar,0.8,0.5,0.29,8.7,63550,273.4050788
0.95,0.11,par1_ar,0.8,0.5,0.37,15,63550,340.9689203
0.95,0.11,par1_ar,0.8,0.5,0.37,8.7,63550,273.6178052
0.95,0.11,par1_ar,0.8,0.8,0.37,10.5,63550,293.6977947
0.95,0.11,par2_la,0.2,0.5,0.29,10.5,63550,277.014961
0.95,0.11,par2_la,0.2,0.5,0.29,15,63550,324.9131624
0.95,0.11,par2_la,0.2,0.5,0.29,8.7,63550,257.5955629
0.95,0.11,par2_la,0.2,0.5,0.37,15,63550,325.1344249
0.95,0.11,par2_la,0.2,0.8,0.29,10.5,63550,277.6520818
0.95,0.11,par2_la,0.2,0.8,0.65,15,63550,329.087104
0.95,0.11,par2_la,0.5,0.8,0.29,10.5,63550,284.3640868
0.95,0.11,par2_la,0.5,0.8,0.65,10.5,63550,287.9411812
0.95,0.11,par2_la,0.8,0.2,0.29,10.5,63550,289.1571852
0.95,0.11,par2_la,0.8,0.5,0.29,15,63550,337.5553957
0.95,0.11,par2_la,0.8,0.5,0.29,8.7,63550,270.4947576
0.95,0.11,par2_la,0.8,0.5,0.37,8.7,63550,270.7056918
0.95,0.11,par2_la,0.8,0.8,0.65,8.7,63550,274.719975
0.95,0.63,par1_ar,0.2,0.5,0.37,15,63550,330.4216305
0.95,0.63,par1_ar,0.2,0.5,0.65,15,63550,333.5504053
0.95,0.63,par1_ar,0.5,0.2,0.65,15,63550,336.324986
0.95,0.63,par1_ar,0.5,0.5,0.29,8.7,63550,269.4151859
0.95,0.63,par1_ar,0.5,0.8,0.29,15,63550,340.2949369
0.95,0.63,par1_ar,0.5,0.8,0.29,8.7,63550,272.9869187
0.95,0.63,par1_ar,0.5,0.8,0.65,8.7,63550,276.3793548
0.95,0.63,par1_ar,0.8,0.2,0.37,8.7,63550,271.8688934
0.95,0.63,par2_la,0.2,0.5,0.37,8.7,63550,260.408145
0.95,0.63,par2_la,0.2,0.8,0.29,10.5,63550,283.1380211
0.95,0.63,par2_la,0.5,0.5,0.29,10.5,63550,286.1107005
0.95,0.63,par2_la,0.5,0.5,0.65,15,63550,337.132749
0.95,0.63,par2_la,0.5,0.8,0.29,8.7,63550,270.3001665
0.95,0.63,par2_la,0.8,0.5,0.29,8.7,63550,272.722879
0.95,0.63,par2_la,0.8,0.5,0.65,8.7,63550,276.081952
0.95,0.63,par2_la,0.8,0.8,0.29,8.7,63550,276.264911
0.95,1.8,par1_ar,0.2,0.2,0.37,15,63550,325.4278774
0.95,1.8,par1_ar,0.2,0.5,0.37,15,63550,339.4333767
0.95,1.8,par1_ar,0.2,0.5,0.37,8.7,63550,272.6802753
0.95,1.8,par1_ar,0.5,0.2,0.37,15,63550,331.346808
0.95,1.8,par1_ar,0.5,0.2,0.65,15,63550,334.0397376
0.95,1.8,par1_ar,0.5,0.2,0.65,8.7,63550,267.1325285
0.95,1.8,par1_ar,0.5,0.8,0.37,10.5,63550,311.5148669
0.95,1.8,par1_ar,0.8,0.2,0.37,8.7,63550,269.9003024
0.95,1.8,par1_ar,0.8,0.2,0.65,10.5,63550,291.9029683
0.95,1.8,par1_ar,0.8,0.2,0.65,8.7,63550,272.6562613
0.95,1.8,par1_ar,0.8,0.5,0.37,15,63550,350.7215884
0.95,1.8,par1_ar,0.8,0.8,0.65,8.7,63550,300.5540535
0.95,1.8,par2_la,0.8,0.2,0.37,10.5,63550,286.8649536
0.95,1.8,par2_la,0.8,0.2,0.65,10.5,63550,289.5934268
0.95,1.8,par2_la,0.8,0.2,0.65,15,63550,336.9482299
0.95,2.6,par_2.6,0.2,0.2,0.65,15,63550,333.7469065
0.95,2.6,par_2.6,0.2,0.5,0.29,15,63550,346.7005263
0.95,2.6,par_2.6,0.2,0.5,0.65,15,63550,349.6106853
0.95,2.6,par_2.6,0.2,0.5,0.65,8.7,63550,282.8534526
0.95,2.6,par_2.6,0.2,0.8,0.29,8.7,63550,295.3691382
0.95,2.6,par_2.6,0.5,0.2,0.29,10.5,63550,289.1578882
0.95,2.6,par_2.6,0.5,0.2,0.37,15,63550,337.0191176
0.95,2.6,par_2.6,0.5,0.2,0.65,8.7,63550,272.8035204
0.95,2.6,par_2.6,0.8,0.2,0.29,10.5,63550,294.7919204
0.95,2.6,par_2.6,0.8,0.5,0.65,15,63550,361.1371912
0.95,2.6,par_2.6,0.8,0.5,0.65,8.7,63550,294.7091758
0.95,4.4,par_2.6,0.2,0.2,0.29,8.7,63550,255.9905539
0.95,4.4,par_2.6,0.2,0.2,0.65,15,63550,325.5488393
0.95,4.4,par_2.6,0.2,0.8,0.29,8.7,63550,293.2961545
0.95,4.4,par_2.6,0.2,0.8,0.65,8.7,63550,295.7981115
0.95,4.4,par_2.6,0.5,0.2,0.37,15,63550,328.6391547
0.95,4.4,par_2.6,0.5,0.2,0.65,15,63550,331.095724
0.95,4.4,par_2.6,0.5,0.2,0.65,8.7,63550,264.2553983
0.95,4.4,par_2.6,0.5,0.5,0.65,15,63550,349.281826
0.95,4.4,par_2.6,0.5,0.8,0.29,8.7,63550,299.0063206
0.95,4.4,par_2.6,0.8,0.2,0.37,15,63550,333.704923
0.95,4.4,par_2.6,0.8,0.2,0.65,10.5,63550,288.6874491
1.5,0.11,par1_ar,0.5,0.2,0.29,10.5,63550,286.1218102
1.5,0.11,par1_ar,0.8,0.2,0.29,10.5,63550,291.2107861
1.5,0.11,par1_ar,0.8,0.2,0.65,10.5,63550,294.7380938
1.5,0.11,par1_ar,0.8,0.8,0.29,10.5,63550,292.5561776
1.5,0.11,par1_ar,0.8,0.8,0.65,10.5,63550,296.1654608
1.5,0.11,par2_la,0.2,0.2,0.29,15,63550,325.7505956
1.5,0.11,par2_la,0.2,0.2,0.37,15,63550,325.965344
1.5,0.11,par2_la,0.2,0.8,0.29,10.5,63550,279.0981146
1.5,0.11,par2_la,0.2,0.8,0.29,15,63550,327.0817219
1.5,0.11,par2_la,0.2,0.8,0.37,15,63550,327.3120889
1.5,0.11,par2_la,0.5,0.2,0.29,10.5,63550,283.222164
1.5,0.11,par2_la,0.5,0.5,0.29,10.5,63550,283.9208082
1.5,0.11,par2_la,0.5,0.8,0.29,10.5,63550,284.5631922
1.5,0.11,par2_la,0.5,0.8,0.65,10.5,63550,288.1696641
1.5,0.11,par2_la,0.8,0.5,0.65,8.7,63550,273.0659847
1.5,0.11,par2_la,0.8,0.8,0.29,8.7,63550,270.1222505
1.5,0.11,par2_la,0.8,0.8,0.65,10.5,63550,293.1250072
1.5,0.11,par2_la,0.8,0.8,0.65,8.7,63550,273.7429738
1.5,0.63,par1_ar,0.2,0.5,0.65,15,63550,335.0289019
1.5,0.63,par1_ar,0.2,0.5,0.65,8.7,63550,267.4381642
1.5,0.63,par1_ar,0.2,0.8,0.37,10.5,63550,287.3018927
1.5,0.63,par1_ar,0.5,0.5,0.65,15,63550,340.3642414
1.5,0.63,par1_ar,0.8,0.5,0.65,15,63550,345.1631488
1.5,0.63,par1_ar,0.8,0.8,0.37,10.5,63550,297.647929
1.5,0.63,par2_la,0.2,0.2,0.37,10.5,63550,277.2390504
1.5,0.63,par2_la,0.2,0.5,0.65,15,63550,332.0935515
1.5,0.63,par2_la,0.2,0.8,0.29,10.5,63550,284.4208093
1.5,0.63,par2_la,0.2,0.8,0.37,10.5,63550,284.6152139
1.5,0.63,par2_la,0.2,0.8,0.37,15,63550,332.4630654
1.5,0.63,par2_la,0.5,0.8,0.37,10.5,63550,289.8935879
1.5,0.63,par2_la,0.8,0.5,0.29,8.7,63550,271.5861854
1.5,0.63,par2_la,0.8,0.8,0.65,8.7,63550,278.5357495
1.5,1.8,par1_ar,0.2,0.2,0.65,15,63550,329.0456181
1.5,1.8,par1_ar,0.5,0.2,0.37,15,63550,331.1053206
1.5,1.8,par1_ar,0.5,0.5,0.29,8.7,63550,278.3912836
1.5,1.8,par1_ar,0.5,0.5,0.37,15,63550,345.1830622
1.5,1.8,par1_ar,0.5,0.5,0.65,10.5,63550,300.4094055
1.5,1.8,par1_ar,0.5,0.5,0.65,15,63550,347.838668
1.5,1.8,par1_ar,0.5,0.8,0.29,10.5,63550,311.2731031
1.5,1.8,par1_ar,0.5,0.8,0.65,15,63550,361.1967103
1.5,1.8,par1_ar,0.8,0.2,0.37,8.7,63550,268.5016035
1.5,1.8,par1_ar,0.8,0.5,0.29,8.7,63550,282.8204345
1.5,1.8,par1_ar,0.8,0.5,0.65,15,63550,352.1707389
1.5,1.8,par2_la,0.2,0.2,0.29,15,63550,323.8699459
1.5,1.8,par2_la,0.2,0.2,0.37,15,63550,323.9901343
1.5,1.8,par2_la,0.2,0.8,0.29,15,63550,351.202079
1.5,1.8,par2_la,0.2,0.8,0.37,15,63550,351.2851745
1.5,1.8,par2_la,0.8,0.2,0.29,8.7,63550,266.0439587
