Rooftransmittance,Walltransmittance,Parede Interna,RoofAbsortance,WallAbsortance,SGH,DPI,CDH,Consumo
2,0.63,par1_ar,0.5,0.2,0.29,15,71394,359.2829055
2,0.63,par1_ar,0.5,0.2,0.29,8.7,71394,292.3106991
2,0.63,par1_ar,0.5,0.5,0.65,15,71394,364.9215314
2,0.63,par1_ar,0.5,0.8,0.29,8.7,71394,297.9077453
2,0.63,par1_ar,0.5,0.8,0.37,10.5,71394,317.5096727
2,0.63,par1_ar,0.8,0.5,0.37,10.5,71394,323.9486357
2,0.63,par1_ar,0.8,0.8,0.29,10.5,71394,326.4678045
2,0.63,par1_ar,0.8,0.8,0.29,8.7,71394,307.1334683
2,0.63,par1_ar,0.8,0.8,0.37,10.5,71394,326.6526041
2,0.63,par1_ar,0.8,0.8,0.37,15,71394,373.9220099
2,0.63,par1_ar,0.8,0.8,0.37,8.7,71394,307.3202608
2,0.63,par1_ar,0.8,0.8,0.65,10.5,71394,329.3415593
2,0.63,par2_la,0.2,0.2,0.29,8.7,71394,281.1386761
2,0.63,par2_la,0.2,0.2,0.37,8.7,71394,281.3488242
2,0.63,par2_la,0.2,0.5,0.29,10.5,71394,303.4637958
2,0.63,par2_la,0.2,0.5,0.65,10.5,71394,306.3939633
2,0.63,par2_la,0.2,0.8,0.37,10.5,71394,306.3598954
2,0.63,par2_la,0.5,0.2,0.37,8.7,71394,290.640572
2,0.63,par2_la,0.5,0.5,0.29,10.5,71394,312.6839434
2,0.63,par2_la,0.5,0.5,0.29,15,71394,359.9951243
2,0.63,par2_la,0.5,0.5,0.65,15,71394,362.8265077
2,0.63,par2_la,0.5,0.5,0.65,8.7,71394,296.2217168
2,0.63,par2_la,0.5,0.8,0.29,10.5,71394,315.3755905
2,0.63,par2_la,0.5,0.8,0.65,15,71394,365.4821627
2,0.63,par2_la,0.8,0.5,0.29,15,71394,368.8225069
2,1.8,par1_ar,0.2,0.2,0.37,10.5,71394,306.089645
2,1.8,par1_ar,0.2,0.2,0.65,8.7,71394,288.9649082
2,1.8,par1_ar,0.5,0.5,0.65,15,71394,375.0530997
2,1.8,par1_ar,0.5,0.8,0.37,15,71394,383.0985771
2,1.8,par1_ar,0.5,0.8,0.37,8.7,71394,316.8336876
2,1.8,par1_ar,0.8,0.2,0.29,8.7,71394,303.7615324
2,1.8,par1_ar,0.8,0.5,0.29,8.7,71394,314.6727988
2,1.8,par1_ar,0.8,0.5,0.37,8.7,71394,314.7753835
2,1.8,par1_ar,0.8,0.8,0.37,10.5,71394,344.5255588
2,1.8,par2_la,0.2,0.8,0.37,8.7,71394,306.6572692
2,1.8,par2_la,0.5,0.2,0.37,8.7,71394,293.9011372
2,1.8,par2_la,0.5,0.8,0.37,8.7,71394,315.2552109
2,1.8,par2_la,0.5,0.8,0.65,8.7,71394,317.5245251
2,1.8,par2_la,0.8,0.2,0.37,15,71394,368.7622712
2,1.8,par2_la,0.8,0.2,0.37,8.7,71394,302.2890609
2,1.8,par2_la,0.8,0.2,0.65,10.5,71394,323.9134621
2,1.8,par2_la,0.8,0.5,0.29,8.7,71394,313.0125605
2,2.6,par_2.6,0.2,0.2,0.29,15,71394,356.8214615
2,2.6,par_2.6,0.2,0.2,0.37,10.5,71394,309.412591
2,2.6,par_2.6,0.2,0.2,0.37,15,71394,356.9701344
2,2.6,par_2.6,0.2,0.5,0.29,10.5,71394,320.6136613
2,2.6,par_2.6,0.2,0.5,0.29,15,71394,367.9575045
2,2.6,par_2.6,0.2,0.5,0.65,10.5,71394,323.1985535
2,2.6,par_2.6,0.2,0.5,0.65,15,71394,370.4917774
2,2.6,par_2.6,0.2,0.8,0.37,10.5,71394,331.9220201
2,2.6,par_2.6,0.2,0.8,0.65,10.5,71394,334.3550685
2,2.6,par_2.6,0.5,0.2,0.29,10.5,71394,318.1533733
2,2.6,par_2.6,0.5,0.2,0.29,15,71394,365.5412571
2,2.6,par_2.6,0.5,0.2,0.37,10.5,71394,318.2909664
2,2.6,par_2.6,0.5,0.2,0.37,15,71394,365.676639
2,2.6,par_2.6,0.5,0.5,0.65,10.5,71394,332.0576789
2,2.6,par_2.6,0.5,0.8,0.29,15,71394,387.6308039
2,4.4,par_2.6,0.2,0.2,0.29,8.7,71394,287.831239
2,4.4,par_2.6,0.2,0.2,0.37,8.7,71394,287.9234695
2,4.4,par_2.6,0.2,0.5,0.29,10.5,71394,321.0412148
2,4.4,par_2.6,0.2,0.5,0.65,10.5,71394,323.2421767
2,4.4,par_2.6,0.2,0.5,0.65,15,71394,370.4849758
2,4.4,par_2.6,0.5,0.2,0.29,8.7,71394,296.1777099
2,4.4,par_2.6,0.5,0.2,0.37,8.7,71394,296.2587563
2,4.4,par_2.6,0.8,0.2,0.29,15,71394,370.8889421
2,4.4,par_2.6,0.8,0.2,0.37,10.5,71394,323.7167822
2,4.4,par_2.6,0.8,0.2,0.37,15,71394,370.9596729
2,4.4,par_2.6,0.8,0.2,0.65,15,71394,373.0337663
2,4.4,par_2.6,0.8,0.5,0.65,10.5,71394,339.5640094
2,4.4,par_2.6,0.8,0.8,0.29,15,71394,398.0475851
2,4.4,par_2.6,0.8,0.8,0.37,15,71394,398.0957131
